id,IATA,en-GB,latitude,longitude,vibes
129056648,GBF,Negarbo (GBF),-6.583333,144.666667,null
129054994,GBG,Galesburg (GBG),40.938611,-90.428889,null
129055423,GBH,Galbraith Lake (GBH),68.466667,-149.483333,null
205048019,GBI,Gulbarga (GBI),17.306128,76.94494,null
129056385,GBJ,Marie Galante (GBJ),15.866667,-61.266667,null
129052287,GBK,Gbangbatok (GBK),7.8,-12.366667,null
129052158,GBL,Goulburn Island (GBL),-11.55,133.433333,null
129055787,GBM,Garbaharey (GBM),3.333333,42.183333,null
129056452,GBN,San Giovanni Rotondo (GBN),41.701667,15.730556,null
129055233,GBO,Baltimore Greenbelt T (GBO),39.266667,-76.75,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""1"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""0""}"
129054598,GBP,Gamboola (GBP),-16.55,143.666667,null
129053678,GBR,Great Barrington (GBR),42.2,-73.366667,null
129057178,GBS,Port Fitzroy (GBS),-36.133333,175.333333,null
128667956,GBT,Gorgan (GBT),36.900556,54.412778,null
129052711,GBU,Khashm El Girba (GBU),14.926389,35.888889,null
129056647,GBV,Gibb River (GBV),-15.65,126.633333,null
129054993,GBZ,Great Barrier Island (GBZ),-36.24188,175.4702,null
129055422,GCA,Guacamaya (GCA),2.316667,-75.5,null
128668001,GCC,Gillette (GCC),44.348159,-105.542221,null
129053113,GCH,Gachsaran (GCH),30.342949093903414,50.82237473659131,null
104120249,GCI,Guernsey (GCI),49.436111,-2.602778,null
129056384,GCJ,Johannesburg Grand Central (GCJ),-25.98941,28.14079,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""0"",""outdoor_adventures"":""0""}"
104120348,GCK,Garden City (GCK),37.928611,-100.729722,null
104120274,GCM,Owen Roberts International (GCM),19.2925,-81.358056,null
129055666,GCN,Grand Canyon National Park (GCN),35.955221,-112.145004,null
129052286,GCV,Gravatai (GCV),-29.941667,-50.994167,null
128668477,GCW,Peach Springs Grand Canyon West (GCW),35.990278,-113.816389,null
129055786,GCY,Greenville (GCY),36.192339,-82.812023,null
129054597,GDA,Gounda (GDA),9.333333,21.166667,null
217078684,GDB,Gondia (GDB),21.52232099569199,80.29070056761773,null
129057811,GDC,Greenville Donaldson Center (GDC),34.75845,-82.37651,null
129053677,GDD,Gordon Downs (GDD),-18.716667,128.55,null
129057177,GDE,Gode / Iddidole (GDE),5.902222,43.628333,null
129056646,GDG,Magdagachi (GDG),53.466667,125.8,null
129054992,GDH,Golden Horn (GDH),59.716667,-158.166667,null
129055421,GDI,Gordil (GDI),9.733333,21.583333,null
129053112,GDJ,Gandajika (GDJ),-6.766667,23.966667,null
95673440,GDL,Guadalajara (GDL),20.523889,-103.3125,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""0""}"
129052710,GDM,Gardner (GDM),42.5497,-72.01447,null
95673773,GDN,Gdansk (GDN),54.376558,18.470078,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""1"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""1"",""outdoor_adventures"":""0""}"
129056383,GDO,Guasdualito (GDO),7.21108,-70.75645,null
129055785,GDP,Guadalupe (GDP),-6.781944,-43.581667,null
128667272,GDQ,Gondar (GDQ),12.514444,37.445556,null
205155739,GDR,Angra dos Reis (GDR),-22.975278,-44.307222,null
128668326,GDT,Grand Turk Is (GDT),21.4445,-71.1423,null
129054166,GDV,Glendive (GDV),47.138826,-104.806137,null
129057810,GDW,Gladwin (GDW),43.983333,-84.483333,null
128668593,GDX,Magadan (GDX),59.916667,150.716667,null
114121097,GDZ,Gelendzik (GDZ),44.566667,38.016667,null
129055588,GEA,Noumea Magenta (GEA),-22.259722,166.470833,null
129057176,GEB,Gebe (GEB),-0.079737,129.457881,null
129052709,GEC,Gecitkale (GEC),35.233333,33.716667,null
129056645,GED,Georgetown (GED),38.688333,-75.3575,null
129054991,GEE,George Town (GEE),-41.08,146.84,null
129054596,GEF,Geva (GEF),-7.578333,156.597778,null
95674038,GEG,Spokane International (GEG),47.616944,-117.537222,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""1"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
129055420,GEI,Green Islands (GEI),-4.5,154.166667,null
129053111,GEK,Ganes Creek (GEK),63.1,-156.433333,null
128668084,GEL,Santo Angelo (GEL),-28.281111,-54.168056,null
144763771,GEM,Mongomeyen (GEM),1.69,11.023889,null
99539648,GEO,Georgetown (GEO),6.5,-58.25,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""1"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""0""}"
128668592,GER,Nueva Gerona (GER),21.8375,-82.78,null
128668052,GES,General Santos International (GES),6.109444,125.234722,null
128668142,GET,Geraldton (GET),-28.79722,114.70139,null
104120365,GEV,Gallivare (GEV),67.134444,20.816667,null
129052284,GEW,Gewoia (GEW),-9.3,148.466667,null
129055784,GEX,Geelong (GEX),-38.225,144.33299,null
129054595,GEY,Greybull (GEY),44.5,-108.05,null
129057809,GFA,Great Falls Malmstrom AFB (GFA),47.50468,-111.18859,null
129054114,GFB,Togiak Fish (GFB),59.016667,-160.05,null
129057175,GFD,Greenfield (GFD),39.783333,-85.766667,null
129052708,GFE,Grenfell (GFE),-33.9,148.183333,null
128668595,GFF,Griffith (GFF),-34.250833,146.065833,null
95674385,GFK,Grand Forks (GFK),47.951944,-97.178611,null
129056644,GFL,Glens Falls (GFL),43.344444,-73.609167,null
128667955,GFN,Grafton (GFN),-29.755833,153.033889,null
129054990,GFO,Bartica (GFO),6.416667,-58.583333,null
129055419,GFR,Granville (GFR),48.883333,-1.566667,null
129056381,GFY,Grootfontein (GFY),-19.6,18.133333,null
205155722,GGB,Água Boa (GGB),-14.019444,-52.152222,null
129052283,GGC,Lumbala (GGC),-12.65,22.566667,null
129055783,GGD,Gregory Downs (GGD),-18.633333,139.233333,null
129054594,GGE,Georgetown (GGE),33.383333,-79.283333,null
205155729,GGF,Almeirim (GGF),-1.479167,-52.578056,null
128668596,GGG,East Texas Regional (GGG),32.386667,-94.715278,null
216765736,GGJ,Guaira (GGJ),-24.079722,-54.188056,null
129052285,GGL,Gilgal (GGL),8.333333,-77.083333,null
129053110,GGM,Kakamega (GGM),0.288068,34.766965,null
129057808,GGN,Gagnoa (GGN),6.133333,-5.933333,null
129054113,GGO,Guiglo (GGO),6.333333,-7.75,null
129057174,GGR,Garowe (GGR),8.45550706907113,48.57039831414321,null
129052707,GGS,Gobernador Gregores (GGS),-48.766667,-70.25,null
128668325,GGT,George Town (GGT),23.468056,-75.7825,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
129053224,GGW,Glasgow (GGW),48.212091,-106.616135,null
128668597,GHA,Ghardaia (GHA),32.382222,3.800556,null
128667827,GHB,Governors Harbour (GHB),25.283889,-76.330833,null
129055385,GHC,Great Harbour Cay (GHC),25.739174744035264,-77.84128114430213,null
129056643,GHD,Ghimbi (GHD),9.166667,35.816667,null
129055589,GHE,Garachine (GHE),8.066921,-78.366766,null
129054989,GHF,Giebelstadt (GHF),49.65,9.966667,null
129055418,GHK,Gush Katif (GHK),31.083333,35.3,null
129053109,GHM,Centerville (GHM),35.783333,-87.466667,null
129052282,GHN,Guanghan (GHN),30.466667,106.65,null
216733591,GHS,Melak (GHS),-0.203767,115.759892,null
128668598,GHT,Ghat (GHT),24.966667,10.166667,null
129054593,GHU,Gualeguaychu (GHU),-33.004167,-58.612222,null
213969669,GHV,Brasov-Ghimbav International (GHV),45.69473,25.51767,null
95565107,GIB,Gibraltar (GIB),36.15,-5.347222,null
129055647,GIC,Boigu Island (GIC),-9.233333,142.216667,null
129056380,GID,Gitega (GID),-3.416667,29.916667,null
129057807,GIF,Winter Haven (GIF),28.066667,-81.75,null
95673347,GIG,Rio De Janeiro Internacional (GIG),-22.808889,-43.243611,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""0""}"
129055782,GII,Siguiri (GII),11.516667,-9.166667,null
128668083,GIL,Gilgit (GIL),35.919167,74.335833,null
129054112,GIM,Miele Mimbale (GIM),-0.016667,11.4,null
129057173,GIR,Girardot (GIR),4.3,-74.8,null
128668140,GIS,Gisborne (GIS),-38.659722,177.972222,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
129052706,GIT,Geita (GIT),-2.8,32.2,null
144763773,GIU,Sigiriya (GIU),7.955889,80.728111,null
129056642,GIY,Giyani (GIY),-23.283333,30.666667,null
128668599,GIZ,Jazan (GIZ),16.901111,42.585833,null
128667954,GJA,Guanaja (GJA),16.445,-85.9058,null
128668594,GJL,Jijel (GJL),36.8,5.883333,null
129054988,GJM,Guajara-Mirim (GJM),-10.7864,-65.2848,null
129052742,GJR,Gjogur (GJR),65.983333,-21.35,null
95674393,GJT,Grand Junction (GJT),39.118608,-108.515053,null
128667999,GKA,Goroka (GKA),-6.079167,145.397778,null
129055417,GKD,Gökçeada (GKD),40.2,25.8,null
129053108,GKE,Geilenkirchen (GKE),50.966667,6.133333,null
129056379,GKH,Gorkha (GKH),28,84.675,null
136218704,GKK,Kooddoo Island (GKK),0.730833,73.433056,null
129052281,GKL,Great Keppel Island (GKL),-23.183333,150.941667,null
129055781,GKN,Gulkana (GKN),62.155278,-145.452222,null
129054592,GKO,Kongoboumba (GKO),-0.083333,11.466667,null
129057806,GKT,Gatlinburg (GKT),35.851389,-83.518611,null
104120237,GLA,Glasgow Intl (GLA),55.866667,-4.433333,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""1"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""1"",""outdoor_adventures"":""0""}"
129057172,GLC,Geladi (GLC),6.98278,46.41917,null
129052705,GLD,Goodland (GLD),39.370278,-101.699445,null
129056641,GLE,Gainesville (GLE),33.64927,-97.19529,null
128667270,GLF,Golfito (GLF),8.651389,-83.180833,null
129054111,GLG,Glengyle (GLG),-24.816667,139.6,null
95674432,GLH,Greenville (GLH),33.484444,-90.985,null
129054657,GLI,Glen Innes (GLI),-29.676667,151.690833,null
128668600,GLK,Galcaio (GLK),6.766667,47.433333,null
129055416,GLL,Gol Klanten (GLL),60.7,8.95,null
129053107,GLM,Glenormiston (GLM),-22.916667,138.833333,null
128667271,GLN,Goulimime (GLN),29.016667,-10.066667,null
129056378,GLP,Gulgubip (GLP),-5.283333,141.516667,null
129052280,GLQ,Glennallen (GLQ),62.116667,-145.55,null
129054591,GLR,Gaylord (GLR),45.033333,-84.666667,null
129057805,GLS,Galveston (GLS),29.2675,-94.860278,null
128668601,GLT,Gladstone (GLT),-23.833333,151.254167,null
152712060,GLU,Gelephu (GLU),26.884444,90.463889,null
128668602,GLV,Golovin (GLV),64.544167,-163.0375,null
129054110,GLW,Glasgow (GLW),37.03199,-85.95248,null
129057171,GLX,Galela (GLX),1.833333,127.833333,null
129052704,GLY,Goldsworthy (GLY),-20.083333,119.666667,null
129056640,GLZ,Breda Gilze Rijn (GLZ),51.583333,4.75,null
129055665,GMA,Gemena (GMA),3.235,19.768611,null
128668082,GMB,Gambela (GMB),8.283333,34.583333,null
129054656,GMC,Guerima (GMC),49.433333,-2.6,null
128668603,GME,Gomel (GME),52.526944,31.016667,null
129055415,GMI,Gasmata Island (GMI),-6.3,150.333333,null
129053106,GMM,Gamboma (GMM),-1.933333,15.866667,null
129056377,GMN,Greymouth (GMN),-42.45,171.2,null
128668138,GMO,Lawanti (GMO),10.301345321502994,10.903244462640572,null
128668604,GMP,Gimpo International (GMP),37.551111,126.785278,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""0""}"
152712065,GMQ,Maqin (GMQ),34.4209519902589,100.30284818039755,null
128667953,GMR,Totegegie (GMR),-23.07891348514291,-134.89102825302447,null
129055779,GMS,Guimaraes (GMS),-2.15,-44.7,null
129054590,GMT,Granite Mountain (GMT),65.405556,-161.2775,null
129057804,GMU,Greenville Downtown (GMU),34.848114,-82.349997,null
129055885,GMV,Monument Valley Gldngs (GMV),37.017631,-110.201368,null
129054109,GMY,Rheindahlen (GMY),51.166667,6.366667,null
95673310,GMZ,La Gomera Tenerife (GMZ),28.031067939599627,-17.21194074484114,null
129053223,GNA,Grodna (GNA),53.601667,24.055,null
95673759,GNB,Grenoble (GNB),45.362778,5.329722,null
128667998,GND,Maurice Bishop International (GND),12.004167,-61.786111,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
129053199,GNE,Ghent (GNE),51.05,3.716667,null
129052279,GNG,Gooding (GNG),42.933333,-114.716668,null
128667269,GNI,Green Island (GNI),22.67278,121.46639,null
205558438,GNJ,Ganja International (GNJ),40.737778,46.3175,null
129057170,GNM,Guanambi (GNM),-14.3,-42.783333,null
129052703,GNN,Ghinnir (GNN),7.15,40.716667,null
129056639,GNR,General Roca (GNR),-39.983333,-67.6,null
128668605,GNS,Gunungsitoli (GNS),1.16638,97.70468,null
129054655,GNT,Grants (GNT),35.15,-107.866667,null
129054165,GNU,Goodnews Bay (GNU),59.1125,-161.580556,null
95673602,GNV,Gainesville (GNV),29.689722,-82.275833,null
128667333,GNY,Sanliurfa Guney Anadoulu Projesi (GNY),37.44556,38.90216,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""0"",""outdoor_adventures"":""0""}"
129055414,GNZ,Ghanzi (GNZ),-21.7,21.666667,null
95566282,GOA,Genoa (GOA),44.413056,8.837778,null
129057886,GOB,Goba (GOB),7.013889,39.980556,null
129053748,GOC,Gora (GOC),-9.166667,148.816667,null
129053105,GOE,Gonalia (GOE),-5.366667,151.85,null
129055780,GOF,San Angelo Goodfellow AFB (GOF),31.466667,-100.433333,null
129056376,GOG,Gobabis (GOG),-22.504722,18.974722,null
128668323,GOH,Nuuk (GOH),64.191189,-51.675508,null
95790306,GOI,Goa Dabolim (GOI),15.383333,73.833333,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""1"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
114143416,GOJ,Nizhniy Novgorod (GOJ),56.230119,43.784042,null
129052278,GOK,Guthrie (GOK),35.883333,-97.416667,null
129055778,GOL,Gold Beach (GOL),42.416667,-124.416667,null
129052741,GOM,Goma (GOM),-1.67,29.235,null
129054589,GON,Groton-New London (GON),41.328889,-72.046389,null
129057803,GOO,Goondiwindi (GOO),-28.524444,150.319444,null
128668606,GOP,Gorakhpur (GOP),26.73971,83.44971,null
128667825,GOQ,Golmud (GOQ),36.4006,94.7861,null
129052918,GOR,Gore (GOR),8.155556,35.538056,null
129057169,GOS,Gosford (GOS),-33.433333,151.35,null
95673736,GOT,Gothenburg Landvetter (GOT),57.666667,12.283333,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""1"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""0""}"
129052702,GOU,Garoua (GOU),9.336111,13.375556,null
128668207,GOV,Gove (GOV),-12.281667,136.821667,null
213260973,GOX,Goa North Manohar International (GOX),15.732552433046504,73.8683135613662,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""1"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
217089253,GOY,Tura (GOY),64.333333,100.432778,null
129054465,GOZ,Gorna Orechovitsa (GOZ),43.116667,25.666667,null
128668607,GPA,Araxos (GPA),38.151111,21.425556,null
129055413,GPB,Guarapuava (GPB),-25.333333,-51.5,null
128668000,GPI,Guapi (GPI),2.57103,-77.89762,null
129053104,GPL,Guapiles (GPL),10.2,-83.8,null
129056375,GPN,Garden Point (GPN),-11.398334,130.425,null
129052277,GPO,General Pico (GPO),-35.633333,-63.766667,null
128668608,GPS,Seymour (GPS),-0.434722,-90.282778,null
95674050,GPT,Gulfport (GPT),30.406111,-89.070278,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""1"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
129055777,GPZ,Grand Rapids (GPZ),47.214444,-93.511111,null
129054588,GQQ,Galion (GQQ),40.736667,-82.757222,null
129054108,GRA,Gamarra (GRA),8.333333,-73.7,null
95674217,GRB,Green Bay (GRB),44.488056,-88.130556,null
129057802,GRC,Grand Cess (GRC),4.6,-8.166667,null
129054107,GRD,Greenwood (GRD),34.251389,-82.158333,null
129057168,GRE,Greenville (GRE),38.883333,-89.416667,null
129052701,GRF,Tacoma Gray AAF (GRF),47.083333,-122.579167,null
129056637,GRG,Gardez (GRG),33.616667,69.116667,null
129055412,GRH,Garuahi (GRH),-10.225,150.55,null
128668136,GRI,Grand Island (GRI),40.967222,-98.306667,null
128668609,GRJ,George (GRJ),-34.005556,22.378889,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""1"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
95673644,GRK,Killeen Gray AAF (GRK),31.059846,-97.822952,null
129053103,GRL,Garasa (GRL),-7.95,147.183333,null
129056374,GRM,Grand Marais (GRM),46.666667,-85.983333,null
129052276,GRN,Gordon (GRN),42.8,-102.200001,null
95566285,GRO,Girona (GRO),41.909167,2.763333,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""1"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""0"",""outdoor_adventures"":""0""}"
129055776,GRP,Gurupi (GRP),-11.666667,-49.216667,null
95674059,GRQ,Groningen (GRQ),53.120278,6.575556,null
104120252,GRR,Grand Rapids (GRR),42.881111,-85.524167,null
129054587,GRS,Grosseto Baccarini (GRS),42.761944,11.070556,null
129057801,GRT,Gujrat (GRT),32.666667,74.033333,null
95673332,GRU,Sao Paulo Guarulhos (GRU),-23.433333,-46.483333,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""1"",""outdoor_adventures"":""0""}"
128667952,GRV,Grozny (GRV),43.298385,45.788784,null
129055587,GRW,Graciosa Island (GRW),39.092169,-28.029847,null
95565084,GRX,Granada (GRX),37.187454,-3.7778719,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""0"",""outdoor_adventures"":""0""}"
128667997,GRY,Grimsey (GRY),66.542797,-18.009338,null
95673952,GRZ,Graz (GRZ),46.993333,15.44,null
129055646,GSA,Long Pasia (GSA),4.416667,115.766667,null
129057167,GSB,Goldsboro (GSB),35.33938,-77.96059,null
129056636,GSC,Gascoyne Junction (GSC),-25.166667,115.25,null
95673735,GSE,Gothenburg Save (GSE),57.768333,11.867778,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""1"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""0""}"
129054463,GSH,Goshen (GSH),41.583333,-85.833333,null
216771478,GSI,Grand Santi (GSI),4.283766468232705,-54.3808365165159,null
128667511,GSM,Dayrestan (GSM),26.751944,55.89722,null
129052700,GSN,Mount Gunson (GSN),-31.666667,137.766667,null
95673978,GSO,Piedmont Triad International (GSO),36.091944,-79.942778,null
95674300,GSP,Greenville-Spartanburg (GSP),34.896069,-82.21859,null
129053102,GSQ,Shark Elowainat (GSQ),22.583333,28.716667,null
129056373,GSR,Gardo (GSR),9.5,49.05,null
129052275,GSS,Sabi Sabi (GSS),-25.116667,30.8,null
128667268,GST,Gustavus Arpt (GST),58.4275,-135.705,null
129055775,GSU,Gedaref (GSU),14.033333,35.466667,null
200632742,GSV,Gagarin (GSV),51.57808,46.04628,null
129057800,GSY,Grimsby (GSY),53.583333,-0.083333,null
129051960,GTA,Gatokae (GTA),-8.766667,158.183333,null
129054105,GTB,Genting (GTB),2.116667,111.7,null
129057166,GTC,Green Turtle (GTC),26.25,-77.366667,null
128668610,GTE,Groote Eylandt (GTE),-13.972222,136.453333,null
95674350,GTF,Great Falls International (GTF),47.484265,-111.361885,null
129052699,GTG,Grantsburg (GTG),45.79856,-92.66437,null
129056635,GTI,Guettin (GTI),54.383333,12.316667,null
129054462,GTK,Sungei Tekai (GTK),2.6,102.916667,null
129054816,GTN,Mount Cook Glentanner (GTN),-43.766667,170.136111,null
128668322,GTO,Gorontalo (GTO),0.638438,122.849936,null
152712066,GTP,Grants Pass (GTP),42.510111,-123.387999,null
95674274,GTR,Columbus Golden Triangle Reg. (GTR),33.45,-88.6,null
128668611,GTS,Granites (GTS),-20.54960100919325,130.34674346636734,null
129055410,GTT,Georgetown (GTT),-18.416667,143.783333,null
129053101,GTW,Zlin (GTW),49.2,17.516667,null
129056372,GTY,Gettysburg (GTY),39.833333,-77.233333,null
128667824,GTZ,Grumeti Airstrip (GTZ),-2.16079,34.224343,null
95673534,GUA,Guatemala City (GUA),14.581944,-90.5275,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""0"",""outdoor_adventures"":""0""}"
129052274,GUB,Guerrero Negro (GUB),28.025482,-114.023494,null
104120326,GUC,Gunnison (GUC),38.532859,-106.939888,null
129055774,GUD,Goundam (GUD),16.3575,-3.609722,null
129054585,GUE,Guriaso (GUE),-3.583333,141.583333,null
129057799,GUF,Gulf Shores (GUF),30.166667,-87.583333,null
129054104,GUG,Guari (GUG),-8.516667,146.9,null
129057165,GUH,Gunnedah (GUH),-30.95,150.233333,null
129052698,GUI,Guiria (GUI),10.566667,-62.3,null
129056634,GUJ,Guaratingueta (GUJ),-22.816667,-45.216667,null
129054461,GUL,Goulburn (GUL),-34.75,149.716667,null
99539677,GUM,Guam A.B. Won Pat (GUM),13.48,144.791111,null
129057727,GUN,Montgomery Gunter AFB (GUN),32.383333,-86.316667,null
158829147,GUO,Guriel (GUO),5.3176,45.9856,null
129056371,GUP,Gallup (GUP),35.51099,-108.787994,null
129052273,GUQ,Guanare (GUQ),9.025278,-69.75,null
128668081,GUR,Alotau (GUR),-10.3115,150.334,null
129053171,GUS,Peru (GUS),40.648056,-86.152222,null
129055773,GUT,Gutersloh (GUT),51.91667,8.3,null
129054584,GUU,Grundarfjordur (GUU),64.966667,-23.166667,null
129057798,GUV,Mougulu (GUV),-6.283333,142.416667,null
114120523,GUW,Atyrau (GUW),47.121944,51.821389,null
129054103,GUX,Guna (GUX),24.666667,77.316667,null
129057164,GUY,Guymon (GUY),36.682778,-101.507778,null
129052697,GUZ,Guarapari (GUZ),-20.65,-40.491667,null
95674055,GVA,Geneva (GVA),46.2369571,6.1089386,null
129056633,GVE,Gordonsville (GVE),38.156343,-78.165879,null
222573324,GVF,Geneva (France) (GVF),46.24113494166029,6.108058831738679,null
129054460,GVI,Green River (GVI),-3.966667,141.15,null
129055408,GVL,Gainesville (GVL),34.27574,-83.83205,null
144763774,GVN,May-Gatka (GVN),48.926998,140.033997,null
129053099,GVP,Greenvale (GVP),-15.783333,144.616667,null
128668441,GVR,Governador Valadares (GVR),-18.850278,-41.933333,null
129056370,GVT,Greenville (GVT),33.066667,-96.061667,null
129052272,GVW,Grandview (GVW),38.883333,-94.533333,null
129055772,GVX,Gavle Sandviken (GVX),60.593889,16.954722,null
129054583,GWA,Gwa (GWA),21,94,null
128668612,GWD,Gwadar (GWD),25.230556,62.338889,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""1"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
129057797,GWE,Gweru (GWE),-19.435833,29.861111,null
128668080,GWL,Gwalior (GWL),26.293889,78.23,null
129054102,GWN,Gnarowein (GWN),-6.566667,146.25,null
129057163,GWO,Greenwood (GWO),33.495,-90.088889,null
129056632,GWS,Glenwood Springs (GWS),39.504968,-107.310333,null
128668613,GWT,Westerland (GWT),54.9132,8.3403,null
129054459,GWV,Glendale (GWV),43.116667,-87.95,null
129054967,GWY,Galway (GWY),53.293746,-8.936691,null
128668135,GXF,Seiyun (GXF),15.962732,48.78685,null
129052696,GXG,Negage (GXG),-7.783333,15.45,null
129053098,GXH,Gannan Xiahe (GXH),34.8106,102.6447,null
129056369,GXQ,Coyhaique (GXQ),-45.588889,-72.098611,null
129052271,GXX,Yagoua (GXX),10.358333,15.2375,null
129055771,GXY,Greeley (GXY),40.416667,-104.7,null
128668614,GYA,Guayaramerin (GYA),-10.81667,-65.35,null
95673513,GYD,Baku Heydar Aliyev International (GYD),40.4655635,50.0521822,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""0""}"
95673424,GYE,Guayaquil (GYE),-2.154444,-79.875556,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""1"",""outdoor_adventures"":""0""}"
136218729,GYG,Magan (GYG),62.107222,129.559444,null
129054582,GYI,Gisenyi (GYI),-1.677804,29.25921,null
129052893,GYL,Argyle (GYL),-16.640139,128.453693,null
129055520,GYM,Guaymas (GYM),27.968719,-110.922504,null
95673501,GYN,Goiania (GYN),-16.638333,-49.210833,null
129057796,GYP,Gympie (GYP),-26.183333,152.633333,null
129054101,GYR,Goodyear (GYR),33.428056,-112.374444,null
128667996,GYS,Guang Yuan (GYS),32.395,105.699722,null
136218705,GYU,Liupanshan (GYU),36.076111,106.218056,null
205155738,GYZ,Gruyere Mine (GYZ),-28.0339912,123.2140464,null
205155724,GZG,Garze Gesar (GZG),31.7575,99.754167,null
129057162,GZI,Ghazni (GZI),33.53194,68.41333,null
129052695,GZM,Gozo (GZM),36.0272,14.2728,null
128667267,GZO,Gizo (GZO),-8.116667,156.833333,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""1""}"
128668615,GZP,Gazipasa Alanya (GZP),36.2993,32.3014,null
128668321,GZT,Gaziantep (GZT),36.947183,37.478683,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""1"",""outdoor_adventures"":""0""}"
129056631,GZW,Ghazvin (GZW),36.233333,50.033333,null
128668616,HAA,Hasvik (HAA),70.466667,22.15,null
129054458,HAB,Hamilton (HAB),34.15,-88.1,null
128667823,HAC,Hachijo Jima (HAC),33.113333,139.790556,null
95674316,HAD,Halmstad (HAD),56.6833,12.8194,null
129055406,HAE,Havasupai (HAE),39.724445,-91.443611,null
129053097,HAF,Half Moon (HAF),37.51355,-122.50192,null
129056368,HAG,The Hague (HAG),52.15,4.2917,null
128667951,HAH,Moroni Prince Said Ibrahim In (HAH),-11.533333,43.266667,null
129052270,HAI,Three Rivers (HAI),41.95,-85.633333,null
95673715,HAJ,Hannover (HAJ),52.461667,9.684722,null
128668617,HAK,Haikou (HAK),19.934722,110.458889,null
129055770,HAL,Halali (HAL),-19.966667,13.066667,null
